1000
60
1.043,2.511,4.997,0.633,4.797,0.888,1.265,0.0,0.717,2.703,4.507,2.95,1.957,0.599,2.915,4.625,3.836,4.691,3.595,1.526,2.533,1.038,0.716,2.878,1.633,2.548,4.981,0.598,3.396,0.117,0.595,2.958,2.219,1.5,0.61,2.076,0.529,3.144,3.283,4.705,4.563,1.685,0.759,4.611,0.902,0.295,0.703,4.643,1.244,1.233,2.476,2.691,2.591,3.076,0.542,4.899,4.576,2.361,3.825,2.009
2.657,3.976,1.127,3.067,1.341,4.234,4.236,0.751,0.0,3.455,3.22,0.629,3.557,0.2,1.403,0.878,0.345,2.711,3.842,3.671,1.259,4.704,0.378,0.115,4.732,3.452,2.301,3.974,2.003,2.469,0.58,2.309,0.114,0.674,2.503,1.863,3.331,2.579,3.583,2.207,2.642,0.83,3.099,1.927,1.178,4.896,4.893,1.486,1.603,3.365,2.94,1.339,0.457,2.355,1.682,3.997,4.842,2.35,4.435,0.162
1.557,1.363,4.451,4.848,4.141,1.153,1.402,3.635,3.726,0.0,3.439,2.267,0.529,4.047,2.365,4.468,1.974,1.173,4.966,3.006,0.86,1.402,0.813,2.562,0.236,3.053,3.984,3.362,4.221,4.56,4.899,3.888,4.756,2.438,3.588,2.382,0.349,2.184,4.397,2.033,2.746,0.644,3.727,1.083,4.52,3.469,0.253,0.775,2.268,4.08,4.641,3.686,1.81,3.887,0.683,2.071,1.254,4.7,0.474,3.019
1.8,0.556,1.878,2.338,4.4,2.067,2.621,1.216,0.626,1.589,0.0,0.198,3.101,1.169,3.958,1.027,2.933,1.265,1.224,0.127,0.107,2.003,2.656,3.158,1.937,4.042,1.513,4.794,2.467,0.378,2.522,3.817,1.336,0.741,4.787,1.467,3.393,0.222,0.775,0.47,0.53,3.428,3.092,3.709,4.691,3.379,4.18,0.88,0.855,3.319,3.382,3.819,0.228,3.515,0.15,2.589,1.678,3.851,3.586,0.713
4.124,3.616,1.52,3.11,1.159,3.249,2.91,3.866,4.182,2.52,4.031,0.0,0.717,0.997,1.655,3.249,1.472,0.798,3.775,2.999,2.609,1.88,3.282,4.23,4.494,4.826,4.226,4.628,2.196,3.459,2.428,1.494,4.629,2.147,3.41,4.731,1.076,4.24,3.461,4.275,4.553,3.0,0.403,0.684,2.411,0.574,4.58,2.387,1.849,2.385,1.632,0.551,2.825,3.442,1.976,0.372,3.054,3.456,4.878,0.881
0.189,4.119,4.134,2.934,1.409,0.992,0.98,0.823,0.696,4.982,4.192,4.321,0.0,3.659,2.889,3.135,0.1,4.808,0.597,1.853,0.768,1.055,3.383,0.712,0.398,4.866,0.315,3.252,4.035,3.138,3.342,3.546,0.316,0.852,1.704,2.413,0.234,0.3,1.895,3.832,1.062,1.13,4.647,2.272,3.661,3.307,1.106,3.688,3.297,4.319,1.442,2.555,3.723,2.892,2.243,1.985,2.035,4.596,4.131,2.006
2.072,4.846,0.242,2.146,2.701,3.227,3.738,4.322,0.546,1.636,4.052,2.158,4.523,0.0,0.421,4.009,2.383,1.563,2.125,3.128,2.06,4.695,1.413,1.229,3.978,2.287,0.776,2.022,3.638,4.11,4.636,2.095,1.559,2.102,3.088,3.416,4.153,3.53,4.158,3.261,0.548,4.749,0.159,1.366,1.106,4.601,4.134,0.337,4.087,2.74,4.726,3.712,2.015,2.009,0.123,1.844,3.127,2.72,4.465,0.84
1.64,4.057,0.571,4.675,1.714,1.02,4.818,3.97,2.513,4.278,1.923,2.873,1.711,1.884,0.0,4.088,2.686,3.42,1.731,0.409,2.141,0.617,1.893,2.602,1.442,1.332,2.84,4.249,4.887,1.598,4.749,4.486,3.898,4.266,3.783,2.157,2.653,4.873,4.294,4.411,4.539,0.956,2.273,3.965,4.525,4.201,4.409,3.1,1.949,4.815,0.236,2.017,2.911,1.69,2.957,2.676,3.107,0.906,0.37,2.599
2.685,3.438,3.664,2.596,0.624,2.757,4.323,4.126,3.371,0.623,3.597,0.163,4.982,4.315,4.297,0.0,2.811,3.288,3.901,0.357,2.696,2.419,3.536,3.192,4.321,2.009,3.068,0.783,1.294,3.221,3.276,3.252,2.018,1.083,3.976,0.545,0.253,1.374,4.365,2.949,3.301,1.243,2.985,3.791,0.265,2.611,3.055,3.053,1.115,3.717,0.35,2.665,3.731,3.099,2.561,3.308,1.054,3.901,1.189,3.878
4.955,0.741,0.587,2.001,0.463,4.92,0.192,3.872,4.822,0.648,2.058,3.443,1.273,4.6,2.029,1.712,0.0,4.802,0.206,4.026,4.591,4.771,2.739,0.72,2.956,1.491,3.705,0.552,2.279,0.513,1.998,1.201,1.457,3.725,0.124,0.268,3.666,1.314,3.739,1.462,4.859,2.496,1.408,2.193,2.157,1.848,0.501,0.54,3.446,2.979,0.221,0.288,1.667,0.668,0.668,0.533,4.867,0.182,4.658,3.528
4.481,3.704,0.629,2.914,3.068,1.85,1.129,2.707,4.886,2.053,0.698,3.893,1.347,0.292,1.606,1.409,2.807,0.0,0.281,2.015,3.338,1.368,4.833,1.592,2.355,1.139,4.048,4.41,4.302,2.99,0.829,3.545,2.902,3.403,2.153,2.642,0.994,2.848,4.119,3.188,0.604,4.352,0.195,3.453,1.273,4.092,1.556,2.865,1.602,3.239,3.383,3.546,1.945,2.214,0.318,1.822,4.764,0.376,4.394,3.382
2.146,2.281,1.484,1.523,1.61,2.461,2.253,1.605,4.994,2.535,3.606,0.611,4.756,3.203,0.318,3.829,2.302,1.388,0.0,0.563,0.707,3.08,3.752,2.687,4.048,2.506,0.735,4.513,0.871,3.598,4.681,2.109,0.355,2.042,0.824,4.042,3.283,2.918,1.276,4.067,1.076,3.993,4.128,4.111,3.296,1.179,0.523,4.973,4.546,4.26,0.373,2.269,4.139,1.607,3.897,2.294,4.131,2.618,4.402,3.904
2.509,2.599,2.669,4.133,1.736,0.49,2.706,1.072,3.609,3.453,3.109,0.363,1.327,0.36,1.969,3.049,3.015,2.326,2.474,0.0,0.624,0.294,2.789,0.746,3.026,1.725,2.417,4.051,0.92,1.34,3.838,2.973,1.162,2.978,4.597,1.775,0.179,2.256,2.956,4.859,0.153,1.477,4.148,0.361,1.148,1.758,0.666,0.139,3.189,0.433,0.68,1.44,0.212,2.718,3.085,0.652,1.563,1.127,1.981,1.905
1.933,4.313,4.463,0.17,3.854,3.921,1.839,3.46,3.929,2.274,0.204,1.449,3.724,1.777,0.323,2.452,0.8,1.633,4.536,3.99,0.0,1.429,4.011,1.86,2.451,4.818,3.742,2.583,3.815,1.584,0.666,2.08,4.545,3.374,0.426,1.625,3.92,3.278,1.891,3.501,3.674,4.164,1.568,1.466,0.736,0.302,1.277,4.951,3.858,1.358,4.776,4.141,0.121,1.081,4.135,3.859,2.64,3.544,2.699,0.704
0.615,4.846,0.375,1.172,3.592,3.038,4.421,4.971,2.231,2.735,3.564,4.078,1.568,4.231,0.295,1.174,0.433,2.868,1.73,3.946,0.602,0.0,1.889,1.109,3.48,3.991,0.796,4.558,1.606,2.987,2.025,2.61,0.484,4.424,2.752,2.007,1.385,4.624,2.581,3.383,1.868,3.779,1.207,1.035,4.382,1.651,3.06,4.539,4.725,2.394,1.273,0.806,3.794,4.286,1.568,2.445,2.2,1.096,0.138,4.474
3.364,2.255,2.887,1.677,4.645,1.894,3.3,0.629,0.179,2.296,2.274,2.499,1.847,3.259,2.01,4.033,2.046,1.351,0.912,3.628,1.949,4.014,0.0,4.056,0.656,4.758,0.734,1.654,1.641,3.866,1.976,2.258,2.397,2.713,4.176,3.511,4.916,0.247,0.695,0.122,0.724,3.066,2.261,0.404,4.831,1.358,4.452,1.478,3.768,4.398,0.698,1.925,1.11,1.293,1.775,0.698,0.271,0.79,4.42,1.434
0.815,2.437,1.217,4.678,3.279,3.536,1.829,1.339,3.475,0.427,0.641,4.353,1.583,3.396,3.645,3.979,4.912,0.586,3.627,1.931,1.28,0.329,1.417,0.0,2.7,0.993,3.412,0.778,3.831,1.398,1.39,3.284,4.906,2.57,4.108,0.711,3.902,4.646,4.766,4.333,4.677,0.853,2.228,1.844,3.528,1.572,2.84,1.364,1.768,2.657,4.668,4.089,2.114,4.299,2.543,3.524,3.069,1.672,0.455,0.538
2.59,4.103,2.74,2.94,0.328,2.759,4.382,3.779,2.582,0.158,3.942,2.143,1.871,3.976,1.8,1.171,2.07,1.433,0.852,3.757,1.461,1.204,4.158,4.291,0.0,0.439,0.292,2.333,0.419,1.85,4.648,0.659,2.078,2.828,1.118,4.012,1.553,0.563,4.506,0.83,2.707,4.323,2.331,1.387,3.084,0.14,2.715,4.179,4.562,3.069,2.084,1.0,3.243,0.159,3.576,4.791,3.849,2.45,3.251,4.494
1.432,3.474,4.805,0.934,1.88,3.345,2.712,2.924,4.756,3.712,2.081,4.387,2.787,1.419,3.836,3.223,4.273,2.774,0.536,2.82,3.718,2.113,2.265,4.889,0.735,0.0,4.209,3.09,4.441,2.822,3.343,4.465,4.765,2.447,2.87,2.73,4.254,3.315,4.997,2.589,1.5,0.723,4.972,0.995,0.463,2.569,4.631,1.582,4.168,3.198,4.065,2.343,0.532,0.179,4.028,0.824,0.487,4.39,1.305,1.91
3.976,2.53,2.402,2.345,4.725,3.101,2.355,4.666,3.996,1.39,2.665,1.591,1.841,3.917,3.413,4.854,0.638,1.162,0.501,2.57,3.74,3.362,1.33,4.728,2.516,0.72,0.0,4.002,2.136,4.758,4.386,2.154,3.624,3.56,2.903,1.282,1.104,3.273,1.453,2.406,4.221,2.05,2.387,2.427,2.569,1.466,4.736,2.47,4.069,3.566,1.31,3.567,2.799,2.515,2.959,3.69,1.593,3.351,2.305,2.524
2.814,2.485,3.087,3.354,3.713,1.497,3.775,0.929,2.349,2.065,4.559,3.174,4.103,1.527,4.368,1.736,0.556,2.819,0.157,0.597,4.704,2.131,4.211,3.809,4.585,4.205,3.498,0.0,0.922,3.705,1.219,4.449,3.744,1.799,1.108,2.041,1.961,4.001,0.286,3.259,4.503,2.882,2.626,0.692,3.636,0.681,1.158,1.47,0.705,3.51,2.663,2.619,3.326,4.51,3.414,3.51,1.246,3.651,3.688,1.2
4.485,3.152,1.704,3.724,2.858,4.423,3.734,3.8,0.199,2.609,3.719,4.314,3.018,1.899,1.865,1.505,4.823,2.334,4.727,3.743,1.618,0.674,3.092,4.218,3.19,4.087,4.014,2.52,0.0,0.263,1.066,3.825,3.672,0.546,2.745,2.252,3.897,0.819,2.353,4.126,1.838,1.027,1.969,4.8,2.576,3.835,3.233,3.519,4.273,4.248,0.687,0.326,0.469,3.732,1.537,2.206,4.523,3.273,2.87,1.009
3.398,2.793,3.2,2.88,4.641,1.747,0.214,3.551,4.223,2.059,0.884,2.439,3.347,2.682,1.87,2.803,1.839,3.236,3.434,4.659,1.908,3.662,4.86,3.681,1.996,2.03,2.88,3.335,3.044,0.0,4.947,3.13,0.249,1.816,0.372,1.413,2.181,0.319,3.397,2.712,3.692,1.691,2.867,0.705,1.888,2.561,1.396,3.919,4.518,4.209,4.818,3.457,4.018,0.362,0.327,1.967,0.355,4.506,3.817,4.942
0.856,4.568,0.381,2.391,3.404,0.965,4.713,1.095,2.64,4.956,2.539,1.461,2.406,2.705,0.382,4.082,1.307,0.62,0.516,1.432,1.235,2.824,2.336,3.944,2.326,0.432,0.154,3.302,2.016,0.577,0.0,2.995,1.647,0.128,0.823,1.476,4.385,3.614,3.251,4.368,3.246,1.396,1.057,3.085,0.231,1.722,2.241,1.191,3.269,2.611,3.225,1.912,3.137,2.806,1.784,2.665,1.52,3.319,1.142,0.744
2.129,1.294,3.512,3.71,2.448,1.964,0.746,4.643,2.105,2.804,1.468,3.944,0.167,0.856,0.419,0.551,4.666,1.442,2.131,4.311,4.996,4.9,0.604,1.764,3.681,4.549,2.165,1.199,3.403,2.476,3.87,0.0,1.845,2.045,2.744,2.924,4.986,2.467,0.888,3.454,0.121,0.924,4.571,1.866,0.301,0.176,4.913,4.68,0.594,4.53,4.332,2.458,3.278,4.948,2.261,4.919,2.099,0.128,0.644,0.962
0.247,3.806,4.609,2.985,3.926,3.831,0.303,2.82,3.85,0.956,0.214,1.998,3.026,2.924,4.045,4.796,1.152,0.218,0.99,2.16,4.386,2.799,1.443,2.412,3.954,3.059,3.294,1.721,2.511,4.619,1.974,0.246,0.0,0.473,0.538,4.85,4.177,0.101,2.678,0.967,4.544,3.68,1.417,3.091,2.433,4.274,4.901,3.855,3.537,4.857,4.607,0.394,4.653,3.736,4.045,3.428,0.479,2.559,4.773,1.357
2.966,3.451,1.783,1.624,2.681,1.679,1.148,4.091,4.956,3.03,1.06,0.597,0.443,1.757,1.897,1.673,3.046,3.572,4.827,3.042,2.347,1.322,4.13,0.323,3.565,4.699,4.422,4.693,1.399,1.291,4.923,2.163,1.33,0.0,1.023,0.16,2.144,3.422,2.986,0.665,0.284,0.205,3.097,2.188,2.78,3.797,2.712,2.467,3.317,0.749,1.266,4.687,4.674,2.218,3.82,3.8,3.161,1.117,3.377,1.173
3.373,1.169,4.663,4.883,1.957,2.118,0.951,3.192,1.368,0.178,1.689,1.263,1.174,4.46,3.279,0.666,3.191,0.393,4.603,0.44,3.566,0.254,4.997,3.406,3.719,2.648,3.736,4.197,2.525,1.161,1.059,4.015,2.733,4.848,0.0,2.31,1.318,1.381,0.902,0.849,3.399,3.995,1.613,2.587,1.121,4.424,2.116,3.594,4.418,2.899,4.768,4.339,4.126,4.102,1.139,2.159,4.22,2.663,2.333,4.508
4.069,3.946,0.616,1.193,0.473,0.644,2.033,3.223,4.109,4.276,4.666,3.691,3.066,2.58,4.633,1.539,3.447,2.977,3.566,3.582,0.11,2.636,3.716,4.467,0.178,0.846,3.59,4.752,2.205,3.469,3.04,3.066,4.326,1.102,2.444,0.0,2.05,4.397,0.969,4.892,1.855,2.456,1.709,2.159,3.862,3.268,1.777,4.508,3.458,0.715,1.496,3.798,2.23,4.722,3.953,3.578,4.349,0.838,1.075,2.767
4.887,2.667,4.472,4.308,0.449,2.277,1.848,1.287,0.688,1.997,3.225,2.387,2.683,0.656,3.768,4.021,1.905,4.509,4.049,0.866,3.28,2.319,4.78,1.544,4.106,1.098,2.049,3.392,4.838,2.69,0.348,1.865,0.287,2.353,1.269,1.768,0.0,2.996,4.053,3.232,3.215,1.549,1.669,4.006,4.033,1.073,3.325,4.391,4.141,4.821,4.562,3.016,0.333,2.058,3.766,0.469,2.959,2.239,1.109,3.01
2.836,2.375,1.157,0.184,3.678,0.906,1.614,0.6,3.091,1.853,3.122,0.941,4.71,4.311,4.118,2.343,3.885,2.84,1.993,0.993,0.133,3.128,4.349,2.375,0.808,0.662,1.323,1.57,0.319,0.457,1.987,1.554,0.309,3.757,1.284,4.137,3.782,0.0,0.118,0.614,3.55,4.759,4.057,2.733,1.866,4.149,4.239,4.215,4.879,4.911,4.831,0.263,2.125,2.342,2.877,4.014,1.736,3.097,4.088,4.523
2.921,3.398,2.751,3.901,2.387,4.624,1.258,3.432,4.959,1.818,1.044,1.39,3.603,2.65,3.904,0.984,0.816,4.874,0.5,1.229,1.625,4.518,4.944,2.694,2.823,1.614,2.941,0.551,2.815,2.507,2.38,0.937,1.763,1.096,4.065,4.228,2.727,4.487,0.0,0.239,1.17,3.281,1.108,1.301,0.174,2.313,2.342,3.894,0.96,1.73,2.22,2.301,4.742,0.478,3.499,3.788,4.805,1.706,2.172,3.697
0.726,0.684,4.004,1.516,1.091,0.285,1.643,3.126,1.171,2.534,2.937,2.868,0.17,3.974,4.039,3.366,0.464,4.216,2.523,0.876,3.535,4.833,0.242,3.822,2.87,1.279,4.715,2.686,2.905,2.221,3.297,0.22,3.402,4.284,4.939,2.182,3.918,1.22,2.583,0.0,0.42,4.745,1.545,2.07,1.181,0.424,2.829,2.559,4.991,0.969,0.804,0.359,1.97,2.066,3.646,3.038,0.718,1.313,2.309,0.746
2.178,3.794,0.223,2.54,4.071,2.811,0.611,1.245,4.245,4.355,1.36,3.964,4.773,0.471,2.158,1.497,3.207,4.49,2.359,0.211,2.672,4.104,1.101,1.547,4.752,1.663,2.638,2.924,4.158,3.794,4.637,3.476,2.472,2.427,1.528,1.292,2.21,0.936,1.126,0.159,0.0,4.697,0.879,0.193,2.19,1.166,4.719,3.718,4.21,3.928,3.175,4.275,1.643,3.053,0.883,2.947,3.822,3.406,3.135,0.856
1.959,3.604,4.556,4.02,2.25,1.045,3.932,3.615,3.488,3.37,2.989,2.403,1.16,3.602,3.103,1.004,0.782,2.077,4.875,1.018,1.132,4.614,0.787,0.514,3.047,3.751,3.674,1.242,1.277,4.537,2.385,0.591,4.625,0.18,2.286,2.382,3.051,2.207,3.363,0.518,3.858,0.0,2.846,3.991,2.189,1.674,0.436,3.276,4.557,3.025,2.547,4.745,0.397,4.734,1.778,2.318,3.729,2.11,3.182,4.38
2.588,0.68,1.064,0.261,3.227,4.289,0.858,3.36,3.149,2.377,2.761,1.147,1.445,3.912,1.692,1.153,4.323,4.681,4.974,1.392,2.827,3.532,1.458,0.186,0.945,1.308,0.307,4.484,0.673,0.316,4.105,3.447,0.658,4.504,3.126,2.604,1.918,2.863,0.216,0.553,3.769,1.227,0.0,4.955,2.529,3.971,4.685,1.461,0.847,2.851,1.894,1.588,3.784,1.283,4.551,0.532,1.154,3.756,2.051,3.578
0.828,4.411,0.564,1.738,3.833,1.189,1.331,1.253,2.941,4.144,4.471,3.904,1.459,1.829,2.316,4.526,0.856,1.18,2.238,2.889,0.525,3.127,1.049,4.479,2.024,2.343,2.596,0.776,1.943,2.971,4.991,2.602,1.065,0.353,1.929,0.202,1.873,1.598,2.64,3.765,3.498,1.024,2.899,0.0,3.399,4.616,4.434,4.093,4.948,2.768,3.455,0.857,4.842,3.47,3.308,2.122,2.405,4.561,3.626,0.942
4.356,1.592,0.687,2.792,0.843,2.717,2.531,0.677,4.794,2.066,3.752,2.337,3.96,4.028,4.365,3.922,0.656,0.363,4.978,4.987,0.69,1.96,3.484,1.966,4.018,2.2,0.83,0.642,4.091,1.956,4.99,2.703,2.332,3.105,2.268,1.516,2.264,2.661,1.151,0.45,1.466,1.791,1.211,4.867,0.0,4.744,4.776,1.596,1.446,4.664,1.569,1.262,4.767,3.984,3.812,2.3,1.662,0.442,4.497,4.357
4.123,3.375,1.384,4.371,4.662,2.366,2.773,1.161,2.142,2.018,2.639,4.096,0.102,2.177,2.732,2.376,2.736,0.518,2.943,3.603,1.757,2.538,3.335,0.678,2.598,3.747,0.335,4.612,1.521,3.891,1.358,3.657,4.983,1.75,0.152,3.012,1.133,2.651,0.571,3.444,1.054,4.382,4.463,0.375,4.432,0.0,4.508,4.412,1.18,0.972,0.468,0.759,1.258,2.349,2.317,4.034,2.506,0.237,0.113,2.221
0.139,2.245,1.795,3.455,4.631,1.704,4.811,4.984,1.148,1.737,0.588,1.394,1.74,2.976,4.126,2.168,4.247,2.068,0.347,3.832,2.523,0.114,3.744,1.88,3.701,4.413,0.823,2.799,2.04,3.273,4.902,3.298,2.776,4.223,3.707,1.014,1.109,1.709,2.655,4.006,0.19,3.18,0.892,2.217,0.433,0.548,0.0,4.357,4.758,0.847,1.867,1.07,1.389,4.816,4.141,3.149,1.674,3.557,3.546,0.957
1.017,0.233,3.709,3.404,3.884,1.17,3.288,0.622,3.607,1.129,3.649,3.711,4.094,3.328,2.555,1.373,2.626,1.084,3.599,1.748,4.634,0.97,1.013,4.309,2.444,3.562,2.316,3.129,3.956,2.225,2.782,4.203,4.747,3.042,1.497,0.608,4.513,1.052,1.195,2.668,0.366,1.808,2.14,3.746,1.937,1.46,3.275,0.0,3.79,4.364,2.214,3.615,0.557,4.923,0.996,4.02,1.8,4.256,4.178,4.102
2.107,4.041,1.41,1.961,3.318,0.835,0.782,4.868,0.543,1.711,0.47,3.502,4.688,4.827,4.298,1.752,3.949,0.568,0.394,0.677,2.382,1.297,4.123,0.498,1.188,2.835,3.697,2.905,0.331,2.278,1.134,2.263,0.598,0.514,0.156,4.67,4.981,1.383,4.671,4.514,2.275,4.922,0.219,4.249,1.651,2.077,2.288,3.119,0.0,1.668,3.748,3.104,1.474,0.187,1.102,1.971,3.373,2.073,3.614,3.711
2.369,3.242,0.849,1.747,2.227,0.523,3.3,2.24,4.784,2.818,1.678,0.721,3.166,3.112,1.657,1.605,1.181,4.834,1.873,0.775,4.273,0.228,3.235,2.741,3.809,1.464,1.448,0.524,4.358,0.157,3.792,0.894,0.114,4.582,4.231,1.762,2.767,2.245,4.642,3.065,3.118,2.293,3.843,4.206,3.121,4.434,3.578,4.286,1.047,0.0,4.811,4.853,4.072,4.421,0.997,4.646,1.289,4.118,2.173,3.814
0.446,3.498,1.797,4.233,3.491,2.443,4.766,4.469,0.361,2.853,3.764,4.498,2.158,2.567,4.945,0.369,3.237,1.24,4.479,1.124,3.377,1.794,3.85,4.374,3.469,2.261,4.698,2.38,2.994,3.496,2.549,4.52,3.535,0.387,2.662,4.001,3.169,3.789,0.955,0.844,4.529,1.556,0.551,4.43,1.246,4.612,4.831,2.494,4.732,2.15,0.0,1.694,3.514,4.616,3.281,2.688,2.419,1.857,2.651,4.758
4.423,2.725,1.023,4.771,1.216,2.85,3.904,4.797,0.237,4.501,2.76,1.69,2.589,3.924,3.152,0.91,2.264,4.053,2.753,4.452,3.776,0.429,1.342,4.435,0.368,0.188,1.949,1.479,3.514,3.678,3.174,0.383,0.767,1.944,3.415,0.783,3.409,1.419,0.563,3.051,3.055,0.102,2.63,3.232,3.243,2.342,1.593,3.197,3.131,0.204,1.553,0.0,2.323,2.938,3.0,4.536,2.398,0.134,0.237,4.302
2.673,2.258,3.267,4.717,1.139,4.353,4.869,2.268,0.173,4.461,1.971,0.218,4.202,0.901,2.565,1.566,1.133,3.89,2.689,4.486,2.928,2.125,2.551,0.861,2.95,2.846,2.619,0.538,4.535,0.991,3.163,0.768,4.509,1.128,4.127,4.374,3.105,1.149,3.748,2.554,1.64,2.299,3.909,2.388,3.616,3.154,4.137,0.415,2.601,4.542,2.205,4.991,0.0,2.569,4.636,4.328,2.474,0.764,1.419,4.292
4.464,1.542,4.838,1.187,1.72,4.228,2.055,3.45,3.041,3.174,3.468,3.527,3.087,2.456,0.584,0.584,1.251,3.523,2.263,1.162,1.271,4.386,2.453,4.077,3.11,0.313,4.294,1.389,0.966,1.772,1.831,0.23,0.958,0.717,3.583,2.412,1.089,0.717,3.206,4.024,1.823,4.267,2.151,1.051,1.869,4.428,3.64,4.299,2.13,4.579,0.274,0.516,3.891,0.0,0.74,2.157,0.751,2.906,1.665,3.393
3.575,0.733,0.205,4.936,0.684,4.954,0.759,2.651,1.118,2.839,4.337,2.834,1.063,3.497,0.436,3.13,0.548,2.95,0.682,0.343,1.01,0.643,3.479,1.83,1.555,0.991,4.558,4.568,2.054,3.125,2.662,1.772,1.916,1.133,1.343,4.84,3.778,0.549,0.623,0.245,1.96,3.588,1.19,4.709,1.607,2.083,0.618,0.931,0.97,3.265,1.297,3.414,4.953,1.948,0.0,4.711,1.006,2.217,3.298,0.596
