600
40
3.543,2.141,2.201,0.181,0.953,3.73,2.799,3.729,2.823,2.405,3.956,4.767,0.753,2.332,0.2,1.989,2.437,0.481,2.619,4.067,4.392,1.143,4.378,1.565,4.606,0.0,3.231,1.887,2.805,4.815,1.317,3.494,1.16,1.738,3.333,1.063,1.604,4.212,1.263,0.376
3.014,2.249,3.938,3.522,1.572,1.468,0.949,4.53,2.502,2.383,4.515,4.783,0.939,4.337,0.61,2.97,4.328,3.754,4.418,4.105,2.67,0.619,0.642,3.931,4.671,3.195,0.0,3.926,0.949,1.345,0.17,3.633,0.724,1.072,1.483,0.584,0.173,4.519,3.126,3.292
4.741,1.191,3.052,3.284,0.959,4.237,4.611,3.445,1.575,4.552,4.158,0.257,3.8,0.696,0.569,0.504,0.711,3.337,3.697,1.658,4.156,1.32,1.261,1.593,1.304,2.248,4.762,0.0,3.054,0.796,2.173,1.785,4.616,3.95,4.315,2.525,1.942,0.128,1.643,0.861
0.592,0.111,2.103,3.454,1.584,1.249,0.832,4.182,3.048,0.241,1.363,0.8,4.876,2.513,3.474,3.446,1.311,4.774,3.896,3.368,1.041,0.724,0.752,4.59,1.369,2.055,0.517,0.281,0.0,4.716,3.544,1.354,2.192,0.346,0.301,1.587,3.435,2.049,3.532,2.581
4.491,3.01,0.882,0.461,1.857,0.144,3.903,1.34,2.025,0.865,2.827,2.643,0.225,3.439,0.653,2.174,2.683,0.693,2.396,1.715,0.283,3.086,0.842,1.784,0.249,1.866,1.414,1.701,4.845,0.0,3.236,0.676,4.268,2.762,4.854,4.054,2.698,4.074,3.384,2.498
2.024,4.102,3.368,3.94,2.239,0.179,3.304,1.759,2.859,3.696,2.332,3.556,2.755,2.71,3.065,1.625,4.105,2.546,3.614,2.814,1.381,1.574,3.443,0.468,3.772,0.5,3.046,4.466,3.527,4.741,0.0,0.867,3.65,2.205,1.31,2.51,1.334,2.992,1.943,0.239
4.197,1.082,4.151,4.909,4.532,0.694,1.768,2.435,1.68,2.183,2.914,0.803,2.038,2.508,1.154,4.06,3.415,3.88,1.722,1.58,0.399,0.169,4.832,3.59,2.561,2.431,2.378,1.796,1.192,2.037,1.173,0.0,3.469,0.743,0.762,1.392,4.118,3.831,1.502,2.726
4.641,0.941,3.777,1.455,1.774,4.074,0.566,1.767,0.56,1.719,4.681,2.364,4.32,2.388,4.796,1.809,2.448,4.535,1.865,3.889,4.302,2.61,3.287,1.799,3.301,4.529,1.074,1.896,1.63,3.383,1.598,3.687,0.0,1.611,1.158,2.073,1.794,2.301,0.83,4.903
1.93,2.309,3.215,1.88,0.94,1.851,4.512,4.025,4.477,4.32,0.194,3.998,4.224,4.151,3.688,1.801,1.274,4.093,4.872,2.404,0.908,0.58,4.855,0.491,0.658,4.38,2.179,4.31,0.185,4.889,3.856,3.72,0.918,0.0,3.814,1.776,4.46,2.053,0.862,2.596
4.408,3.861,2.587,3.893,1.106,2.523,4.079,1.432,0.884,4.791,2.075,3.158,2.287,0.632,1.342,0.765,0.338,1.391,2.377,1.387,1.648,2.733,1.841,3.773,4.585,3.319,2.694,0.486,0.948,0.394,2.932,3.29,1.075,3.139,0.0,1.872,2.49,3.857,2.405,1.953
0.473,4.894,1.675,2.081,1.869,3.523,2.624,4.525,2.148,0.358,1.202,3.749,1.62,0.249,0.723,3.517,3.954,4.788,4.618,2.804,4.064,0.901,3.068,4.348,2.871,3.718,0.356,4.936,1.544,3.668,3.89,2.137,0.829,2.453,3.497,0.0,0.901,0.94,4.428,4.343
0.13,3.184,2.234,1.399,0.112,0.692,2.394,2.937,4.103,3.96,0.554,3.549,4.046,3.082,3.39,0.396,4.704,3.295,1.429,3.924,3.411,0.64,2.77,0.633,2.055,3.585,3.556,2.391,1.161,3.304,0.295,3.951,0.107,2.633,4.384,2.469,0.0,3.792,2.664,2.287
2.557,0.986,3.444,4.197,0.609,4.591,3.794,1.323,2.941,3.696,2.794,0.908,1.428,2.424,2.038,1.81,0.501,0.241,2.021,1.196,1.517,1.806,4.036,4.03,4.039,0.252,4.251,2.614,0.401,2.064,2.589,2.598,2.697,3.287,4.463,1.279,0.866,0.0,4.434,2.022
1.768,2.199,0.15,3.878,3.779,1.061,4.467,3.303,4.886,3.468,0.111,0.64,2.464,3.594,1.203,3.417,2.438,3.252,2.043,4.155,4.618,4.371,0.52,0.868,0.781,4.309,2.791,0.155,3.475,1.498,3.477,2.668,2.631,2.928,4.172,2.535,2.833,1.338,0.0,4.07
1.539,2.442,4.506,1.642,3.5,3.035,4.565,1.106,2.883,4.123,4.579,3.928,1.743,0.551,1.247,1.413,4.032,2.854,3.685,1.651,1.513,2.07,1.239,0.454,3.538,4.463,0.852,1.258,2.257,1.517,1.056,2.706,3.601,1.349,2.451,0.869,3.575,0.301,3.933,0.0
500.0
2000
