1000
50
1.328,4.909,2.093,0.668,2.622,0.965,1.184,3.891,0.231,0.0,0.502,3.412,3.305,2.304,3.743,0.34,0.816,2.195,0.459,2.696,2.208,3.903,2.909,3.588,0.292,1.332,2.538,2.499,3.183,0.19,0.472,2.075,1.527,2.057,2.723,3.259,2.193,2.119,3.109,4.38,3.699,0.522,2.865,3.718,3.993,2.513,0.401,3.143,2.036,3.505
4.121,1.638,2.399,2.665,3.446,0.683,4.405,1.279,2.941,4.701,0.0,2.039,1.479,4.469,2.23,3.983,0.551,4.954,0.102,4.255,3.042,2.223,4.486,0.985,1.627,1.074,0.326,4.085,2.185,1.427,2.517,0.253,2.373,3.944,1.593,2.105,0.147,3.355,0.719,0.408,0.45,0.967,2.193,3.843,2.625,3.228,1.84,1.564,4.768,0.219
2.409,0.465,2.401,1.568,3.643,1.005,2.218,4.534,2.982,3.774,0.467,0.0,0.791,3.566,1.199,3.754,4.241,1.794,2.328,4.955,0.771,1.315,0.299,0.725,4.784,2.441,1.274,4.976,4.137,4.762,2.617,0.922,3.897,3.441,1.782,4.369,4.695,1.734,4.649,2.133,3.886,1.933,2.52,2.795,1.311,1.407,4.719,1.332,1.287,1.357
2.013,1.193,1.869,1.894,3.959,4.357,3.613,2.837,4.503,4.695,1.083,2.955,0.0,2.75,1.555,1.361,2.681,0.341,1.603,0.865,2.836,1.393,4.371,2.808,4.661,3.049,4.684,1.582,2.637,2.946,1.594,0.891,3.765,2.168,1.672,1.376,3.268,2.507,3.952,0.808,1.392,0.154,4.241,0.943,4.835,0.728,3.417,4.737,0.917,1.767
1.824,0.116,2.016,3.754,3.53,1.05,4.308,2.45,3.148,1.987,4.978,0.698,1.183,0.0,4.158,1.945,4.187,4.67,1.261,0.175,0.509,1.021,1.176,1.943,2.536,3.412,1.56,2.302,4.683,1.584,4.556,0.154,0.46,2.939,1.882,2.809,1.195,0.934,4.716,4.306,0.627,2.358,3.982,3.579,1.129,1.738,2.919,1.154,3.215,0.151
3.672,3.25,4.97,2.946,1.274,0.691,2.513,4.103,0.454,0.618,3.861,1.399,4.844,4.89,0.0,4.177,2.681,4.872,2.847,2.095,2.998,3.91,0.61,1.48,4.975,1.051,1.331,4.49,1.061,1.708,4.583,2.22,3.952,3.164,0.801,2.198,3.463,2.95,3.332,4.944,2.796,4.584,2.936,4.086,1.795,3.558,1.206,1.304,1.942,0.541
1.911,4.527,4.742,1.557,2.296,0.41,0.881,3.115,1.787,0.882,2.894,3.715,3.318,4.935,0.688,0.0,0.317,0.105,3.49,3.852,3.365,2.347,1.268,4.28,4.165,2.885,4.782,1.927,1.811,2.254,0.655,0.324,2.536,0.959,2.406,1.532,2.714,4.194,4.143,4.392,1.27,2.358,0.418,1.79,4.301,3.405,2.72,0.243,0.627,4.421
2.055,1.946,3.616,4.485,1.836,4.437,0.85,3.884,0.766,1.755,1.292,2.282,0.634,2.929,0.852,3.786,0.0,0.628,4.232,3.47,3.207,2.76,3.202,2.532,0.297,0.399,2.754,4.022,2.949,4.693,0.395,1.652,4.962,4.922,2.184,2.061,0.339,1.058,0.381,4.645,2.268,1.423,0.789,1.252,4.415,4.677,0.288,3.073,4.116,2.613
0.273,3.422,1.787,4.303,2.237,0.164,4.964,2.911,1.477,1.033,4.016,3.52,2.625,3.462,0.612,3.566,2.557,0.0,0.682,2.12,0.697,0.365,2.811,3.044,0.988,2.688,1.451,4.868,2.33,1.507,1.78,1.925,1.877,0.791,3.999,0.715,1.346,0.682,3.057,4.561,2.581,4.243,4.556,3.199,2.565,3.727,4.62,1.986,0.777,4.736
2.088,1.52,0.283,3.058,3.789,3.71,2.857,3.624,1.993,3.733,0.119,1.634,0.47,4.492,0.372,3.098,2.041,1.722,0.0,2.701,1.57,0.51,1.958,3.206,0.171,0.617,3.111,2.113,0.772,4.364,2.356,4.731,3.194,2.978,4.436,4.038,2.977,4.435,1.249,4.774,2.16,1.682,2.447,2.479,2.415,0.326,1.41,2.858,0.384,0.287
1.612,1.473,1.838,2.921,3.156,1.7,4.001,1.674,2.435,3.466,0.46,2.947,2.901,2.359,0.333,0.21,0.794,3.165,1.698,0.0,3.698,4.846,1.007,1.735,3.876,0.258,1.282,1.443,3.97,4.139,4.384,2.558,2.876,0.993,1.116,4.231,0.279,4.549,1.524,1.424,4.731,3.815,4.436,0.736,1.722,0.501,2.254,4.205,2.421,4.727
4.203,3.271,1.702,0.521,0.742,3.311,4.617,3.484,0.692,2.687,2.725,3.641,0.376,3.423,0.121,2.988,1.415,2.046,1.007,2.537,0.0,4.606,0.943,1.55,4.766,4.376,1.317,2.959,4.508,4.563,3.424,0.97,0.924,1.055,1.813,2.007,0.97,2.627,0.913,2.175,3.922,2.883,4.688,2.0,1.583,0.224,2.992,0.853,2.809,3.789
1.272,3.063,1.282,4.606,4.038,3.03,2.641,3.537,2.098,4.254,3.656,0.255,2.704,2.164,2.414,4.027,0.617,2.179,2.652,4.49,4.665,0.0,2.055,0.481,2.932,0.265,2.79,4.442,2.644,3.328,2.57,1.044,4.158,4.033,4.267,3.143,3.813,4.681,0.531,1.828,4.091,4.695,0.701,3.078,0.916,3.825,4.63,4.16,4.171,4.537
0.979,3.239,1.864,0.249,2.908,4.441,0.969,2.868,0.311,4.817,1.717,4.174,2.761,2.561,3.205,3.592,0.648,0.753,4.689,0.315,3.06,2.337,0.0,1.197,0.606,0.766,0.75,3.247,4.554,3.245,1.233,2.817,3.528,0.618,2.441,3.589,1.777,1.485,1.949,4.141,0.159,1.509,4.616,0.842,0.791,0.517,3.473,2.901,3.519,4.019
4.429,3.52,4.104,3.699,4.745,2.404,0.983,0.55,1.395,3.76,3.725,3.046,3.161,2.26,1.293,1.175,1.634,3.504,0.814,0.326,4.282,4.108,0.492,0.0,3.513,0.323,2.579,4.463,1.69,2.185,1.119,0.407,4.821,4.043,0.22,4.221,2.755,1.88,4.598,3.948,2.094,4.788,4.718,3.674,2.419,0.586,4.54,0.372,4.577,3.648
4.619,4.749,1.114,3.602,1.166,2.959,1.159,1.253,2.809,3.211,1.775,4.968,2.985,0.8,4.612,4.213,4.373,2.088,4.006,4.979,2.376,1.181,4.152,2.386,0.0,4.783,1.669,4.631,2.334,2.602,0.696,3.229,1.799,4.816,1.469,0.111,4.841,1.228,3.872,4.619,4.423,0.99,2.505,4.578,1.433,2.815,3.468,0.109,2.094,4.216
4.519,2.923,0.891,1.902,4.262,1.796,1.809,2.891,2.686,4.659,0.769,3.679,2.628,3.817,2.017,0.847,0.336,0.463,3.663,2.043,3.723,1.828,4.412,0.558,4.448,0.0,0.45,2.548,4.852,1.5,0.399,2.466,0.178,1.798,3.681,1.451,0.426,3.505,4.895,2.813,3.0,2.794,3.185,2.153,0.709,0.254,1.236,4.049,1.573,1.873
0.432,2.631,0.801,0.116,1.535,2.36,0.834,0.679,2.283,4.281,2.917,1.94,0.951,2.262,0.298,4.95,4.027,2.232,3.937,0.829,2.766,2.405,1.082,1.448,3.069,0.946,0.0,0.659,2.211,0.342,4.698,0.789,1.678,1.265,2.981,3.739,2.146,4.15,1.805,4.746,2.597,2.767,1.616,0.221,2.889,2.693,1.278,3.199,3.073,4.05
2.046,4.424,0.728,1.948,1.524,1.015,3.669,4.097,2.089,1.019,2.663,0.425,4.396,3.387,2.277,0.188,2.139,0.371,4.473,4.728,0.263,3.653,0.942,0.418,0.732,4.685,4.143,0.0,4.058,1.206,4.68,1.135,4.445,1.161,2.89,3.077,1.868,1.894,0.117,3.047,0.104,1.312,2.165,3.96,4.85,2.644,2.834,2.374,4.763,4.718
0.133,1.977,0.179,4.741,4.21,4.784,3.023,1.302,0.28,1.278,1.017,0.453,2.589,2.677,3.968,2.324,4.154,3.889,4.216,0.496,4.781,2.132,2.795,1.34,3.666,3.168,3.826,2.873,0.0,3.767,1.472,3.778,3.642,1.301,4.219,1.581,2.482,1.97,4.812,4.643,0.535,3.205,0.982,3.365,3.3,4.554,2.996,3.596,3.751,4.217
0.775,1.451,3.049,4.515,1.93,4.787,2.912,4.049,3.222,4.589,4.193,0.371,1.589,2.164,0.13,0.975,3.83,4.279,2.513,1.073,3.378,4.124,3.625,3.938,2.353,1.292,2.68,2.27,1.352,0.0,0.782,4.989,1.985,0.41,1.066,3.345,2.958,0.285,0.516,4.807,1.761,1.133,1.378,2.975,4.872,0.953,0.146,0.217,3.765,3.157
0.186,3.212,4.369,3.424,3.475,0.215,2.928,1.911,3.409,1.709,2.74,0.633,4.813,0.187,0.167,3.565,1.553,0.204,4.953,4.998,1.921,2.116,4.498,2.915,1.734,4.367,3.08,0.195,3.375,3.0,0.0,2.224,3.059,2.422,4.927,1.179,4.219,2.228,3.685,2.297,4.964,4.942,3.212,1.195,2.526,4.157,3.935,4.293,3.988,2.343
1.264,4.855,0.826,4.407,2.57,3.558,1.183,4.359,0.473,2.246,0.632,1.852,1.334,4.887,3.852,3.559,4.413,3.26,3.875,3.665,0.443,3.398,3.945,0.446,3.99,4.241,1.275,3.698,0.717,1.638,2.554,0.0,2.42,3.676,3.213,2.3,3.984,4.392,4.819,2.417,3.482,4.885,3.242,4.659,3.069,3.835,0.912,1.026,3.6,1.943
2.592,0.232,1.221,2.944,1.503,3.689,0.32,1.255,1.733,0.82,4.449,0.735,2.745,0.246,3.715,0.433,0.104,2.311,3.789,2.054,3.242,1.358,3.31,0.67,3.424,3.898,2.466,3.144,2.968,1.681,1.908,2.482,0.0,1.004,3.308,2.831,2.103,1.789,4.705,3.357,3.135,0.626,4.65,2.176,1.17,2.715,4.542,2.118,2.017,1.335
2.89,1.098,3.827,4.829,2.453,2.501,3.206,2.847,4.576,0.614,0.111,0.93,2.366,4.097,4.28,1.839,2.762,4.651,4.68,3.853,0.666,0.647,0.832,2.319,0.577,3.379,0.302,3.503,1.489,4.598,3.835,4.226,4.194,0.0,3.748,4.502,2.544,3.584,2.255,2.721,2.987,4.105,4.155,1.725,1.462,4.581,0.792,4.631,4.71,0.425
3.072,2.987,1.69,3.645,2.129,1.487,1.337,1.511,0.457,2.797,1.397,2.567,0.815,1.526,3.631,4.001,0.165,2.817,4.319,2.149,2.521,4.117,2.181,3.088,4.713,2.284,4.738,4.417,2.235,2.173,0.667,3.016,4.597,0.627,0.0,1.528,2.318,4.025,4.358,3.04,2.493,0.961,3.665,0.852,1.97,2.214,4.238,1.076,2.25,3.51
1.91,1.489,1.444,0.358,1.434,2.196,3.924,0.471,1.913,4.91,2.269,1.131,1.017,3.682,4.951,1.427,4.878,2.186,3.005,3.069,4.572,4.684,4.921,4.876,3.564,4.59,4.733,3.359,4.332,4.401,0.985,3.527,4.777,4.847,4.492,0.0,0.22,2.12,2.338,4.67,3.975,4.25,4.312,2.496,2.776,2.085,3.614,4.526,4.608,3.91
1.19,4.877,0.281,2.735,3.79,1.157,0.401,3.601,3.445,4.738,2.322,4.063,3.649,2.687,4.903,4.82,3.578,1.791,0.434,4.799,2.852,3.606,3.08,2.308,4.089,3.899,4.043,1.566,3.91,3.738,0.153,0.835,0.442,1.888,3.981,1.817,0.0,4.993,2.073,0.865,0.406,3.525,3.956,0.219,1.62,3.233,1.219,2.455,4.326,3.219
3.71,4.359,2.589,2.726,1.24,2.309,1.506,1.758,0.551,2.402,0.263,4.77,4.165,3.631,3.716,1.411,0.248,4.634,0.723,0.111,2.867,3.607,3.694,3.469,2.645,4.993,4.895,0.246,2.326,4.985,0.534,2.522,1.762,4.118,3.136,2.683,0.757,0.0,0.895,1.316,1.154,0.394,4.513,1.366,3.121,4.385,2.355,0.496,4.376,2.922
3.726,2.102,3.122,4.225,4.583,3.235,3.121,1.091,3.784,0.884,4.393,1.97,4.93,0.819,4.677,0.286,4.321,3.044,0.672,1.179,1.635,2.542,2.656,1.754,2.361,4.783,0.298,3.05,2.054,3.212,0.57,3.812,4.191,0.52,2.694,0.858,0.148,3.361,0.0,4.498,4.223,3.014,0.76,1.06,2.781,4.399,0.431,2.683,3.737,3.365
0.738,4.084,1.269,2.396,4.108,3.104,0.153,1.352,0.666,1.865,1.268,3.083,2.598,2.79,4.877,4.681,0.138,0.828,2.839,4.082,4.158,4.595,1.624,1.086,2.765,1.073,1.263,2.203,3.881,2.671,3.097,2.634,1.809,4.047,2.439,2.281,1.649,1.374,2.773,0.0,3.817,4.64,0.712,4.235,0.705,2.222,2.043,3.918,1.319,2.816
2.993,0.505,1.756,4.187,1.15,2.855,0.132,2.442,2.616,2.652,3.253,3.281,4.583,2.494,1.551,1.868,4.152,4.522,2.233,0.707,0.302,4.081,0.526,1.415,4.319,3.777,2.871,3.529,4.66,0.576,1.147,4.742,4.544,2.759,0.867,2.02,1.706,4.159,3.305,0.591,0.0,1.817,4.575,2.19,4.277,0.892,4.118,0.43,1.344,1.253
2.467,4.68,0.704,4.255,4.214,4.687,2.445,3.493,2.874,0.319,2.481,4.269,3.818,2.712,4.551,4.376,0.141,1.505,4.956,0.147,2.265,3.146,1.706,0.855,2.514,1.492,3.791,0.145,0.166,3.695,0.314,4.532,1.957,2.713,0.832,3.809,4.059,3.987,1.713,0.218,3.872,0.0,2.026,0.19,1.248,4.04,1.965,4.336,2.775,0.903
4.661,2.599,0.607,1.358,0.854,1.234,4.035,4.309,3.788,1.617,3.034,3.403,0.362,3.826,2.437,4.568,2.958,2.878,1.064,1.364,1.786,0.641,2.974,0.928,2.631,0.624,3.627,1.243,3.282,2.974,1.45,1.694,2.29,4.393,3.574,1.57,0.68,4.735,3.784,3.968,3.9,3.734,0.0,0.22,0.888,2.92,2.193,2.707,1.523,4.105
2.056,1.963,1.545,4.685,0.52,0.67,4.843,2.805,2.11,1.691,1.194,4.71,0.425,1.651,2.798,3.972,3.055,3.103,3.012,4.132,1.522,2.701,0.41,2.8,3.426,4.904,4.297,1.389,2.602,3.054,0.62,2.542,2.504,3.44,3.031,3.963,1.471,0.176,3.069,2.822,1.152,2.495,2.459,0.0,4.023,1.018,1.442,4.595,4.227,2.964
0.222,1.392,4.65,4.68,3.518,1.644,2.519,2.212,2.98,0.435,4.154,0.126,2.617,3.57,4.756,4.81,4.45,3.288,1.265,0.669,3.16,4.866,3.164,4.092,4.054,4.943,1.975,3.162,1.651,3.416,3.842,2.994,0.698,3.412,1.192,3.925,3.334,1.721,0.802,3.147,3.157,2.947,2.918,2.912,0.0,2.048,2.949,0.376,3.869,3.956
0.604,1.665,2.77,1.112,2.074,2.064,3.368,2.647,1.012,0.818,4.301,2.551,4.235,4.897,2.26,3.994,0.375,1.993,4.58,1.919,2.307,2.352,4.289,0.721,4.497,1.135,0.682,2.583,0.785,1.238,4.222,4.723,0.96,0.141,3.121,3.203,1.139,2.091,2.448,0.228,0.912,3.77,3.747,4.172,4.658,0.0,2.524,3.645,4.114,3.396
3.802,2.187,4.692,4.26,2.61,2.46,1.839,2.821,3.94,1.034,3.519,3.828,2.848,4.979,4.128,0.272,4.258,4.602,1.031,1.491,4.172,1.22,1.604,0.952,0.866,0.194,4.165,2.899,1.857,2.016,2.083,0.267,2.501,3.993,4.495,4.268,0.822,0.906,4.351,3.563,1.522,0.43,2.858,0.234,4.287,2.154,0.0,0.868,4.944,2.696
0.857,1.612,3.287,3.703,4.654,0.316,2.786,0.749,0.816,3.332,0.612,2.691,0.77,4.958,1.057,1.01,3.211,2.018,3.392,0.387,0.388,3.855,4.51,0.282,4.479,1.048,3.109,3.402,4.765,0.226,3.351,3.524,1.312,3.81,2.095,3.639,4.682,2.342,3.098,1.797,0.173,3.006,4.893,4.471,1.295,3.277,2.698,0.0,1.923,2.574
2.815,2.537,3.375,4.212,0.801,1.875,0.688,3.279,0.977,3.884,1.195,3.407,4.214,0.749,2.019,3.868,2.612,0.344,3.326,4.248,2.891,1.337,2.229,4.83,1.902,0.488,2.941,2.163,4.996,1.473,4.035,4.131,1.737,4.273,0.111,4.923,4.886,2.524,3.237,0.699,4.902,0.864,3.55,1.892,4.979,1.975,3.993,2.203,0.0,4.372
2.905,4.226,0.402,3.031,0.166,1.091,3.551,4.277,1.208,3.113,2.779,0.743,0.924,4.376,1.871,2.825,4.666,1.965,1.453,1.35,3.075,2.206,4.745,1.666,4.894,3.221,0.675,1.171,1.087,0.194,1.762,4.069,4.531,2.376,0.989,2.896,2.719,2.162,4.746,2.794,0.856,2.675,4.231,2.901,2.913,2.185,0.988,1.07,3.309,0.0
8000.0
200
