700
45
1.368,3.787,0.579,2.884,3.413,1.54,4.513,0.0,2.922,2.01,0.263,0.933,3.308,3.54,0.864,2.457,2.818,3.524,2.716,2.778,4.896,3.749,1.534,2.316,1.4,1.444,2.032,3.651,1.746,3.292,0.423,2.082,4.95,0.802,4.108,1.764,1.256,2.743,4.762,4.173,4.516,1.336,1.382,0.18,3.357
3.818,2.802,4.78,2.127,3.81,4.716,3.755,4.896,0.0,3.458,3.713,2.112,2.292,3.402,0.295,2.626,4.645,4.417,1.911,1.374,0.232,3.382,4.281,4.511,2.676,0.691,0.869,3.563,1.194,2.143,4.411,2.924,2.956,2.528,4.458,4.636,0.818,1.805,2.751,2.134,0.72,1.197,0.755,2.261,2.214
3.922,1.602,4.814,4.639,1.48,3.815,2.305,1.221,0.947,0.0,2.435,4.98,3.739,3.628,3.028,3.081,4.912,0.484,2.78,0.91,3.784,0.213,4.804,2.766,3.758,4.203,2.364,3.38,4.316,2.701,0.112,0.794,2.4,4.103,2.515,4.76,1.097,4.443,3.511,0.295,0.887,4.667,3.447,2.788,2.903
2.796,0.804,2.91,1.755,3.399,3.361,3.023,3.029,4.588,1.484,0.0,3.931,4.001,4.927,4.7,0.285,0.389,0.212,3.318,1.572,3.747,3.81,3.589,0.518,2.24,4.785,0.254,4.039,4.048,2.269,1.559,2.85,0.472,4.006,1.184,2.04,3.564,3.214,0.622,0.658,1.622,3.813,4.615,3.457,2.97
4.223,1.187,2.279,4.813,2.887,0.408,1.129,3.028,0.188,2.816,2.281,0.0,3.507,4.503,2.575,3.439,1.891,2.376,2.364,2.917,4.455,0.65,2.349,2.253,3.67,0.874,3.891,0.751,4.147,3.443,2.573,1.256,0.59,0.408,3.077,2.723,2.605,4.563,2.326,1.306,2.325,4.921,3.31,0.971,3.472
4.496,0.921,3.764,2.111,0.339,1.654,2.096,1.098,3.339,4.379,2.636,0.913,0.0,4.272,4.307,1.67,1.977,0.413,4.897,3.718,1.303,0.163,0.845,1.204,0.525,2.519,2.534,1.097,1.674,2.433,4.351,1.624,0.888,1.38,1.82,4.232,3.932,2.814,2.963,0.771,4.792,0.385,1.77,3.677,1.04
3.069,0.892,0.716,3.624,2.166,1.892,3.148,3.586,0.549,1.909,4.996,3.648,1.461,0.0,0.753,1.9,2.629,4.003,1.598,2.561,0.455,2.058,0.318,2.416,0.48,2.855,1.221,4.45,3.661,4.308,0.775,1.939,0.134,0.343,0.641,3.778,1.446,4.036,2.611,0.796,1.255,2.847,1.561,1.932,1.422
1.807,1.097,3.505,3.384,4.267,3.6,2.193,0.505,0.237,3.178,3.913,2.871,0.946,0.223,0.0,4.229,3.4,3.327,3.266,2.255,0.577,3.778,4.907,4.804,4.948,0.633,2.394,1.603,0.79,2.798,1.178,4.174,4.282,4.626,1.7,2.874,3.835,1.586,1.292,2.914,1.617,4.757,3.483,3.642,2.814
1.613,0.311,4.642,0.893,2.003,4.493,3.542,0.196,2.797,3.992,0.942,0.255,1.822,1.437,1.372,0.0,1.923,1.223,4.954,0.507,1.419,1.395,2.039,0.396,4.526,4.371,3.114,2.967,0.926,1.066,2.256,2.283,2.921,3.465,3.175,4.066,3.333,4.717,4.744,4.267,4.143,3.746,1.092,1.317,3.392
2.568,3.905,1.91,2.235,0.913,1.316,1.379,4.497,3.804,3.026,3.461,2.558,2.409,1.614,4.491,2.986,0.0,0.561,4.963,4.25,2.327,0.138,4.954,2.502,3.943,1.254,2.122,2.685,1.429,1.631,0.322,1.758,3.976,1.216,3.33,1.057,0.857,4.43,1.11,2.049,4.504,0.9,0.241,0.51,3.029
4.681,1.052,1.561,1.257,2.966,2.958,1.039,4.416,2.71,0.809,3.814,2.688,4.151,1.14,4.486,4.834,3.554,0.0,4.893,4.522,0.177,3.215,2.387,3.549,4.889,1.297,1.223,3.757,3.295,4.651,4.743,0.528,2.814,4.647,3.045,2.263,0.622,3.786,2.175,1.554,4.246,1.955,4.748,3.278,0.425
1.081,2.269,3.41,4.509,4.399,4.313,1.249,2.415,0.95,4.252,1.263,2.453,2.765,3.549,0.89,2.138,2.831,2.396,0.0,4.007,3.662,2.733,3.407,4.055,3.284,3.975,0.122,0.169,2.076,3.752,3.83,1.047,2.794,2.867,3.356,1.604,3.787,2.462,2.125,4.568,0.637,3.162,1.74,3.447,1.495
0.738,4.882,3.429,0.408,4.117,4.119,3.768,4.255,3.278,2.58,2.195,3.736,4.873,0.42,3.084,2.632,2.295,0.677,1.813,0.0,2.504,0.107,0.287,2.612,4.671,1.881,3.106,2.865,3.571,3.958,0.638,2.452,1.019,2.403,3.696,0.382,3.444,0.311,2.892,1.445,0.492,0.683,2.461,4.151,3.776
4.635,4.838,2.419,3.415,0.939,1.211,0.198,3.33,0.644,2.362,2.601,4.335,0.667,1.763,4.9,1.348,2.343,2.801,4.866,0.546,0.0,1.081,3.17,2.099,3.454,3.464,1.835,2.611,2.659,4.194,2.686,0.645,1.647,4.684,0.923,1.35,4.687,4.974,3.983,4.64,3.277,3.268,2.841,3.489,2.311
1.79,4.888,3.335,1.567,2.561,1.279,3.8,1.546,0.249,4.708,3.089,3.224,4.421,1.626,2.391,3.202,4.43,2.709,3.544,3.729,0.285,0.0,2.96,2.141,2.674,1.487,3.142,4.858,4.032,2.55,0.683,0.686,4.741,2.524,2.364,4.902,1.225,2.043,1.781,4.787,1.954,0.39,1.834,1.169,2.94
4.126,2.167,2.655,1.451,3.315,0.83,0.604,1.651,1.828,2.928,4.029,4.294,2.171,0.803,3.439,1.444,0.544,0.607,1.733,0.397,4.231,0.864,0.0,0.366,4.929,0.112,3.078,0.716,0.748,2.363,4.023,0.679,0.962,2.805,4.847,4.736,0.329,0.12,3.545,3.073,0.766,3.02,3.917,4.752,2.42
3.706,2.725,0.588,1.852,2.933,0.612,2.563,4.989,2.106,0.981,3.582,3.072,0.255,3.342,3.19,4.612,4.529,0.898,4.728,0.691,3.526,4.956,4.965,0.0,1.978,2.008,3.944,1.798,2.924,3.43,0.645,0.777,4.204,3.38,1.979,0.283,1.146,4.931,3.57,3.882,0.239,3.404,0.545,1.77,4.93
3.857,4.952,2.421,0.183,4.259,1.911,4.239,4.381,1.842,4.569,0.717,3.742,2.487,4.257,4.566,2.445,4.668,1.889,2.938,1.46,1.115,2.823,1.742,2.853,0.0,0.617,1.764,0.95,1.161,0.886,4.329,0.11,3.214,4.198,2.078,2.952,1.628,3.062,3.744,2.176,3.574,1.499,4.931,2.635,3.99
1.349,0.461,3.786,3.461,3.241,1.629,1.5,1.341,0.434,3.589,4.953,0.751,0.68,2.736,3.802,2.617,4.468,1.66,4.021,1.252,1.282,3.332,1.627,2.917,2.752,0.0,0.367,4.839,1.992,2.113,1.699,4.518,2.337,4.136,0.189,1.472,1.36,3.433,2.799,4.386,2.165,2.169,1.713,3.981,0.501
3.059,2.166,3.281,0.862,3.048,2.845,3.557,3.353,4.578,4.16,4.667,4.469,2.256,3.919,0.659,3.381,1.004,3.774,3.23,1.073,1.865,4.435,1.977,3.294,4.156,4.733,0.0,1.311,3.998,2.533,4.444,4.376,3.141,1.215,4.43,4.229,3.424,4.783,0.47,1.634,2.152,2.13,0.863,2.544,0.958
2.55,2.604,1.805,0.321,0.293,1.305,4.742,3.725,2.945,0.675,2.538,0.55,3.425,3.155,1.809,0.149,2.484,3.201,3.507,0.796,4.028,0.531,0.297,1.657,3.899,0.401,2.235,0.0,2.082,0.524,2.449,4.302,1.512,4.687,2.683,1.177,0.313,1.009,2.902,1.623,1.805,0.418,1.951,1.558,0.392
1.577,1.241,4.801,4.104,4.043,0.131,1.433,3.696,3.24,4.848,4.636,2.794,0.763,0.979,3.025,2.148,2.145,1.581,2.131,2.597,1.975,3.509,4.283,0.432,2.906,3.914,3.474,0.902,0.0,3.76,1.04,4.026,0.592,1.591,2.217,3.764,0.45,2.125,1.106,0.802,1.447,2.494,3.018,2.746,1.449
0.217,3.547,1.581,1.42,4.631,2.529,0.108,4.752,3.351,0.442,2.466,3.143,1.292,1.321,2.914,0.618,0.965,4.264,3.345,4.39,3.012,4.108,4.991,1.506,0.133,3.883,1.394,1.411,2.173,0.0,3.416,2.154,1.124,2.263,2.678,2.37,0.54,3.865,3.938,4.252,4.52,0.416,2.996,2.985,4.1
0.496,2.124,2.203,1.329,3.876,1.258,4.297,0.537,2.42,3.955,2.7,2.195,2.246,2.039,3.758,1.891,2.021,1.319,4.458,2.092,0.194,0.724,3.409,2.38,4.643,1.581,3.753,2.652,0.287,1.366,0.0,0.83,3.753,4.514,2.131,3.443,0.248,2.124,0.679,1.656,0.384,4.394,0.799,4.619,4.61
2.851,0.294,3.097,0.824,3.968,1.606,1.079,2.056,4.51,2.577,4.282,1.01,3.118,4.669,2.875,2.378,1.528,4.502,4.681,4.827,1.786,0.696,4.949,1.582,2.02,3.056,2.85,1.171,3.941,4.319,3.213,0.0,1.709,3.901,0.334,2.207,2.353,2.129,1.989,3.368,4.712,2.585,4.833,1.44,3.774
3.524,4.194,1.962,0.331,3.184,4.173,2.072,4.466,3.656,1.562,2.369,2.307,3.598,0.359,2.818,4.373,2.393,2.843,1.836,2.188,2.645,0.754,4.994,4.884,1.398,1.979,4.09,2.835,0.385,0.888,3.674,3.284,0.0,2.457,4.338,1.707,4.914,3.652,1.271,0.879,4.917,0.7,2.663,1.551,3.323
4.625,4.071,4.479,3.591,0.557,0.781,0.929,3.117,0.593,4.849,2.785,1.383,2.71,3.501,3.651,3.293,1.33,3.364,0.216,2.387,3.509,0.463,3.934,1.171,3.311,2.284,2.366,3.598,2.429,3.559,1.361,4.83,0.978,0.0,2.312,1.308,1.87,2.919,1.852,4.854,1.733,0.981,0.352,2.129,3.502
0.423,4.306,3.177,4.688,2.592,0.973,4.232,2.06,4.308,1.718,3.206,1.879,1.045,1.815,0.817,0.683,2.717,3.605,3.833,4.418,3.41,3.995,3.477,3.656,1.527,0.358,3.768,2.969,0.392,1.891,4.371,1.706,3.983,1.776,0.0,4.508,1.901,2.977,2.445,1.979,4.004,4.958,1.727,2.996,2.184
3.082,1.331,3.291,3.868,0.866,4.532,3.038,0.454,1.246,4.058,2.219,4.86,2.66,0.921,2.389,0.973,4.006,3.958,0.378,1.28,3.023,0.767,1.621,1.079,1.474,0.461,2.227,4.089,0.21,1.934,0.254,4.378,0.21,1.825,0.287,0.0,4.89,1.759,2.857,2.404,1.137,0.83,0.723,2.649,0.27
3.433,0.457,0.318,2.055,2.371,4.599,2.224,3.62,2.616,1.12,1.003,1.936,2.615,3.707,3.892,3.071,3.252,0.601,2.103,0.958,1.145,3.502,2.295,1.002,0.73,1.87,2.08,4.422,2.492,4.353,2.133,3.411,4.203,1.251,2.891,2.471,0.0,3.029,4.137,1.651,2.611,3.607,4.261,1.71,4.851
0.984,3.568,4.812,0.744,2.504,0.784,0.562,1.876,3.982,4.74,1.054,3.165,3.603,4.178,1.226,2.065,1.675,2.72,1.454,0.828,0.465,3.294,4.642,2.084,3.128,3.102,1.494,0.72,1.439,2.312,2.35,3.259,2.928,3.954,2.692,1.738,2.184,0.0,4.976,1.738,0.416,0.284,3.115,3.425,1.493
1.297,0.734,1.449,1.41,3.708,3.229,3.386,4.864,1.591,3.189,2.16,3.06,1.454,1.735,1.245,0.814,3.293,1.839,2.056,0.361,0.198,2.273,2.82,2.806,3.853,4.981,0.407,0.578,3.392,1.119,3.646,1.284,1.719,2.042,1.049,1.099,2.902,4.286,0.0,2.692,1.275,2.747,4.163,4.335,3.526
1.277,4.12,0.885,1.198,1.499,4.429,0.258,4.329,4.559,1.15,4.803,4.221,2.165,0.219,2.867,0.478,4.181,1.861,4.557,0.237,4.407,4.796,1.527,1.996,4.701,3.437,1.538,0.211,1.157,1.304,2.351,4.427,1.663,4.48,4.546,3.748,1.414,3.057,2.552,0.0,4.581,4.366,4.012,4.146,4.729
1.661,2.724,1.436,1.278,1.978,3.405,4.874,1.477,3.81,2.746,4.293,1.159,3.472,3.385,1.599,3.138,3.473,2.21,4.039,2.487,0.405,1.512,4.613,2.564,1.637,0.705,0.96,1.127,3.392,4.063,1.197,3.469,0.833,3.016,2.338,3.359,4.878,1.276,4.522,3.374,0.0,2.345,1.092,3.76,2.664
4.689,4.772,2.355,3.928,0.993,4.794,3.045,1.778,1.946,2.953,3.552,3.356,1.279,2.583,4.979,4.691,4.057,2.065,2.37,4.345,1.769,2.057,1.547,0.34,2.341,2.209,3.27,4.316,0.855,3.252,2.149,2.825,1.754,3.341,2.312,1.519,1.636,1.511,2.995,0.284,1.125,0.0,2.337,3.186,3.62
3.157,1.519,1.797,4.333,0.718,3.269,3.285,0.168,3.914,4.497,2.36,1.084,0.478,2.478,3.003,3.288,2.313,1.038,1.852,4.453,2.538,2.727,0.528,1.155,3.089,0.277,3.116,2.139,2.741,0.253,2.606,2.215,4.542,4.864,4.695,0.555,2.181,0.79,4.956,3.36,0.441,1.318,0.0,4.981,2.663
1.754,0.821,4.568,2.576,2.848,0.844,0.373,0.306,4.282,4.224,2.814,2.766,1.696,3.056,3.351,2.666,4.664,2.388,4.454,3.695,3.632,0.108,1.623,1.055,0.577,3.31,2.904,1.017,3.811,2.532,1.312,2.825,2.708,1.871,0.671,0.247,2.125,3.905,0.567,4.889,1.211,1.119,1.328,0.0,0.39
2.494,0.234,2.153,4.5,0.787,1.722,2.195,4.056,0.128,4.13,4.705,0.41,3.529,4.974,3.932,1.952,1.85,1.394,0.285,1.545,3.94,2.318,4.781,2.173,1.421,1.164,3.883,0.944,4.199,4.558,0.553,1.524,3.576,2.26,2.857,2.969,3.979,2.722,0.195,4.247,3.709,1.901,4.701,1.175,0.0
20000.0
2000
